schema_name,table_name,field_name,field_type
src,drip_campaigns,label_id,int
src,ocato_financial_event_logs_20160202,order_id,int
dm,market_demand_final_metrics,total_impressions,int
rev,adwords_keyword_performance_20151223,external_clicks,string
dm,market_intelligence,sl_market_segment,string
tmp_data_dm,court_house_date,open_yes_no,string
src,adwords_geo_performance,adgroupid,string
tmp_data_dm,rps_201907_misc_block_kam,market_type,string
src,temp_adwords_ad_performance,impressions,string
dm,professional_review_dimension,source_system_create_datetime,string
src,twilio_call,from_formatted,string
rev,adwords_keyword_performance_pbx_20190523,searchimpressionshare,string
rev,delivered_ad_weights_simplified_201801,ad_type,string
rev,google_adwords_remarketing_tableau,device,string
dm,professional_event_fact,avvo_rating,double
tmp_data_dm,katherine_impressions_by_content_for_t12m_201707_on_20170829,event_date,string
aa,mkt_t_datemap_sz,weekprior_begin,string
rev,bing_report_20151214,clicks,string
aa,rd_questions_asked_full_join,content_group,string
dm,order_line_purchase_fact,cancelled_date,string
rev,raw_weblog_file_with_backfill,event_type,string
rev,adwords_keyword_performance_network_before,keyword,string
rev,ad_weights_metric,dibt_global_search,bigint
tmp_data_dm,coe_deferred_revenue_dataset_2016_11,year_month_num,int
tmp_data_dm,np_201812_message7_v1,min_event_date,string
tmp_data_dm,messages_contacts_jan_v5,device_category_id,int
tmp_data_dm,seek_lawsuits,expected_conversion_rate,double
rev,billing_report_purchase20190221,yearmonth,int
pl,mrr_category_monthly,mrr_penetrated,"decimal(30,2)"
dm,temp_traffic_backup_0129,lpv_content,string
tmp_data_dm,kb_deferred_revenue_output_201709,include_in_latest_month_data,string
rev,mrr_customer_daily_all_products_201820,revenue_adplacement,"decimal(20,2)"
tmp_data_dm,as_twilio_timestamped_calls_jan2020_page,duration,int
tmp_data_dm,sold_blocks_jan20,ad_id,int
rev,shortlist_specialty_stg,corporate_incorporation,bigint
rev,sf_full_dataset,zip_postal_code_3__c,string
aa,ad_events_report_10w,3w_ads_requested_per_pageview,double
rev,mrr_cust_backfill,mrr_method,string
rev,mrr_subscription_all_products_sep11,block_conversion_date,string
tmp_data_dm,data_4893_v2_pt20,decile_income_150000_to_199999,bigint
tmp_data_dm,website_contacts_da,professional_id,int
rev,bing_report_20171009,ctr,string
rev,deferred_revenue_20170206,practice_area,string
dm,hist_professional_specialty_path4_sf,misconducts,string
tmp_data_dm,call_att_sid_updates4_dn_v1,sid,string
aa,mkt_t_marketing_heartbeat_details,lpv_marketing_group,string
dm,market_metrics_sl_block_monthly,inventory_value,double
rev,adwords_report_network_after,ad_contact_value,double
src,mh_preferred_placements_smb_tmp_jene_report,url,string
rev,cost_per_lead_metrics,total_impressions,string
rev,hist_market_intelligence_detail_20180206,da_inventory,int
dm,lawyer_cube_data_by_day_backup,delivered_impressions_exclusive_adblock,bigint
rev,bing_report_2016012261,destinationurl,string
dm,mrr_customer_monthly,mrr_prior_avvopro,"decimal(20,2)"
rev,lead_score_lawyer_activity_20160308,claim_date,string
tmp_data_dm,lead_score_v2_daily_pt3,data_type,tinyint
rev,order_line_refund_fact,refund_amount,"decimal(38,6)"
rev,sf_contact_current_migration_20191108,leadscore_test__c,string
dm,sem_google_search_ads_hist,action,string
src,scooter_call_logs,status,string
tmp_data_dm,kb_deferred_revenue_output_201802_part2,ad_mkt_key,int
src,weblog_temp,category,string
tmp_data_dm,customer_month_v2_metrics_temp2,creditcard_expiration,int
dm,sf_onetime_leads_report,feedback_sub__c,string
rev,bing_report_20180314,spend,string
dm,amm_v2_1_daily_forecast,confidence_forecast_acv,string
tmp_data_dm,lead_score_v2_30day_pt2,immigration,bigint
src,hist_barrister_professional_certification,certification_name,string
tmp_data_dm,misc_payment_test,total_spend,"decimal(38,2)"
tmp_data_dm,as_phone_ads_attributed_all,contact_type,string
aa,mkt_t_datemap_sz,current_month,int
dm,question_answer_metrics,raw_answer_rank,bigint
rev,delivered_ad_weights_simplified_20190917,ad_market_type,string
dm,lawyer_lifecycle_hist_loads,etl_load_date_end_time,string
rev,raw_ad_events_hist_test,campaign,string
dm,lawyer_cube_day_bckup,peer_endorsements_received,bigint
tmp_data_dm,yan_tm_pacv_raw_sep,process_date,string
rev,chase_external_feed_201604,consumer_bank_country_code,string
tmp_data_dm,as_sold_block_qa_all,ad_type,string
rev,mrr_customer_monthly_08,tenure_month_prev,bigint
dm,temp_hist_market_intelligence_detail,ad_sell_through,double
dm,webanalytics_ad_attribution_v3_4417,ad_block_flag,string
src,barrister_address,latitude,double
tmp_data_dm,coe_t_marketing_heartbeat,total_acv_last_28_one_year_prior,double
src,hist_ocato_package_categories,etl_load_date,string
tmp_data_dm,general_phone_attribution_device_0709,contacts,double
tmp_data_dm,coe_deferred_revenue_dataset_2017_02,trailing_3mo_over_under,bigint
dm,order_ln_ad_mkt_fact,ad_id,int
rev,adwords_keyword_performance_pbx_20161129,quality_score,string
tmp_data_dm,np_201812_message6xtry,min_event_date,string
dm,temp_hist_extgt_user_question_detail,county_serp_link,string
src,hd_adwords_ad_performance,cost,string
tmp_data_dm,website_contacts_do,location_id,int
dm,pageweights_ad_weights_simplified,pagetype_stop,int
src,hist_bs_audit_logs,payload,string
rev,impressions_forecast_20170721,three_month_delivered_imprsn,bigint
rev,adwords_keyword_performance_data_fix,searchpredictedctr,string
src,barrister_claim_method,id,int
rev,hist_mi_ad_market_detail_20160713,county,string
src,hist_pws_aop_type,audit_user,string
rev,impressions_forecast_20180314,professional_id,bigint
dm,tomahawk,sl_potential_imps_other_month_3,int
rev,adwords_keyword_performance_20191201,account,string
tmp_data_dm,coe_t_baseline_2017_08_01,quarter,int
tmp_data_dm,coe_jrr_cust_chains,mrr_prior_ignite,"decimal(20,2)"
tmp_data_dm,website_contacts_ds,session_id,string
rev,adwords_keyword_performance_20190520,avg_cpc,string
rev,services_business_metrics_event_detail_test,successful_discount,double
rev,delivered_ad_weights_simplified_201903,ad_market_type,string
tmp_data_dm,rays_contactsdata_dec18_agg,professional_id,int
tmp_data_dm,katherine_services_event_detail_as_of_20180104,offer_id,bigint
rev,mrr_customer_all_products,mrr_current_avvopro,"decimal(20,2)"
src,content_legal_guide,permalink,string
src,hist_mh_preferred_placements_smb_tmp_jene_report,cancellation_date,string
src,saved_content_question_saved,event_timestamp,string
rev,sem_google_search_ads_hist,action,string
rev,weblog_nov,ajax,boolean
pl,mrr_customer_monthly,billings_prior_silverwebsite,"decimal(20,2)"
dm,market_supply_pre_metrics,callable_attorneys,int
rev,hist_mi_ad_market_detail_20180206,sl_sell_through,double
rev,weblog_nov18,caller,string
rev,mrr_customer_category_all_products_rerun,revenue_prior_misc,"decimal(20,2)"
dm,lawyer_cube_day_bckup,delivered_chat_messages,int
rev,mrr_all_products_0904,mrr_current_total,"decimal(20,2)"
rev,hist_market_intelligence_detail_tmp,lawyer_cnt,bigint
src,ocato_review_question_responses,created_at,string
rev,customer_dimension_sq,cust_state_name,string
tmp_data_dm,coe_churn_by_calendar_raw,calendar_start_date,string
tmp_data_dm,rays_location1_dec18,persistent_session_id,string
tmp_data_dm,phone_call_ads_table,page_type,string
rev,raw_ad_events_20190618,request_timestamp,timestamp
rev,mrr_customer_all_products_bkup,customer_billed_current_month,string
rev,adwords_keyword_performance_202001,internal_clicks_value,string
rev,question_stats_geo_pa,question_created_date,string
rev,mrr_customer_monthly_201811_20181206,start_month_begin_date_lifetime,string
dm,inventory_analytics_stat,ad_type,string
rev,temp_mrr_customer_monthly_category_20180828_05,year_month,int
tmp_data_dm,yw_aqs_fourmonths,ad_impression_guid,string
tmp_data_dm,yw_aqs_ctr_onemonth,ad_impression_guid,string
dm,sem_daily_bot,marketid,int
rev,profnl_delivered_impressions_daily_20170206,professional_middle_name,string
tmp_data_dm,delivered_imp_template_kam_feb2020,sales_region_id,int
tmp_data_dm,kb_deferred_revenue_cpc_output_201801,include_in_latest_month_data,string
src,hist_seoclarity_getkeywords,highest_ranked_url,string
dm,block_release_monthly,sl_12mth_churn,"decimal(20,2)"
rev,market_intelligence_detail_20170925,market_size,string
dm,extgt_user_account_profile,user_account_id,int
dm,contact_event_detail_metrics,from_user_id,int
tmp_data_dm,as_dr_test3,customer_name,string
rev,bing_report_2016012261,qualityscore,string
tmp_data_dm,rd_kw_test_tmp,shown_display_ads,bigint
aa,lib_tmp_session_details,ad_page_group,string
dm,census_hist_lawyer_office_by_employee,establishment_5_to_9_emp_cnt,int
rev,hist_mi_ad_market_detail_20161201,da_monetization_status,string
src,hist_barrister_licensing_authority_status,etl_load_date,string
tmp_data_dm,as_sold_block_qa_all,bstand_blocks_sold,bigint
tmp_data_dm,sold_blocks_july,ad_id,int
dm,bing_report,adgroupid,string
rev,order_line_billings_fact_sku,transaction_type,string
tmp_data_dm,sold_blocks_nov,sold_ad_market_type,string
dm,webanalytics_ad_attribution_by_session,lpv_render_type,string
dm,temp_mrr_customer_monthly_category,mrr_retained,"decimal(20,2)"
src,barrister_license,firstname,string
aa,rd_north_star_proxy_tertiary_stag,doc_review_count,bigint
src,hist_mh_preferred_placements_smb_tmp_jene_report,tagline,string
rev,srcmgd_twilio_calls,answered_by,string
rev,temp_mrr_customer_monthly_category_silver_09,billings_current_ignite,"decimal(20,2)"
rev,impression_djfmam,gmt_timestamp,bigint
rev,sem_weight_cost_imprsn_20150529,sem_keyword,string
rev,professional_personinfo_contacts_leads_sf_07,professional_id__c,int
tmp_data_dm,sr_traffic_contacts_datasource_hist_2016,total_ad_clicks,bigint
tmp_data_dm,rd_kw_test,view_display_ad_profile,bigint
src,tomahawk_organic_da_data,mv_imp_3,double
src,hist_barrister_professional_firm_office,created_at,string
tmp_data_dm,np_201812_message8xxnew_jan20,min_event_date,string
rev,kenshoo_acv_bug,k_clickid,string
dm,internal_attribution_value,ad_specialty,string
tmp_data_dm,lead_score_v2_daily_pt4,professional_claim_date,string
dm,adwords_keyword_performance_pbx,postclickqualityscore,string
dm,ad_attribution_by_session_historical,lpv_page_type,string
rev,bing_report_20160127,keywordstatus,string
tmp_data_dm,lead_score_v2_daily_pt6,review_score,bigint
dm,hist_profnl_target_impressions,disabled_flag,string
src,saved_content_question_saved,user_id,int
rev,professional_personinfo_path1_sf_delta_20200128,avvo_rating__c,string
rev,hist_mi_ad_market_detail_20170921,ad_revenue,"decimal(31,2)"
tmp_data_dm,kb_deferred_revenue_output_201803_part1,trailing_3mo_shortfall,bigint
rev,leads_sf_create,professional_practice_indicator,string
rev,bing_report_temp,adgroupname,string
dm,historical_question_dimension,etl_effective_end_date,string
tmp_data_dm,coe_als_session_detail,session_last_date,string
dm,webanalytics_attribution,phone_attributed_count,double
rev,delivered_ad_weights_simplified_201809,deliveredhighintentorganicimpressions,bigint
src,hist_elocal_call_log_20161207,calldate,string
dm,professional_event_fact_temp,delivered_website_contact_acu,int
tmp_data_dm,sr_traffic_contacts_datasource_hist_2016,sessions,bigint
rev,customer_billed_amount_report,billed amount,bigint
tmp_data_dm,coe_jrr_sub_bills,has_payment_during_month,string
aa,avvo_util_test,mktg_month_nbr_in_qtr,int
src,sf_task,legacy_created_date,string
rev,ad_events_metric_20190625,ad_request_device_category_id,int
rev,hist_sf_task,legacy_task_id,string
tmp_data_dm,sem_report_keyword_level,weighted_click_qs,double
dm,temp_impressions_forecast,ad_running_days,int
src,accounts_test2,address_line1,string
tmp_data_dm,coe_att_test_v3,lpv_source,string
tmp_data_dm,as_deferred_revenue_backup_082020,yearmonth,int
dm,ad_market_dimension,ad_region_id,int
tmp_data_dm,lead_score_days_ob_email,activitydate,timestamp
dm,temp_hist_market_intelligence_detail,da_sell_through,double
src,hist_barrister_licensing_authority,updated_at,string
tmp_data_dm,traffic_session_misc_201907_kam_mt,rps,"decimal(38,20)"
rev,mrr_customer_category_all_products_20180828,mrr_acquired,"decimal(20,2)"
src,barrister_address,country,string
aa,rd_north_star_index,period_start_date,string
pl,order_line_billings_fact,ad_id,int
tmp_data_dm,yan_deepdive_sem_monetization,da_monetization_status,string
tmp_data_dm,seek_immigration,priority,bigint
tmp_data_dm,traffic_session_non_misc_201907_kam_nonsem,lpv_page_type,string
dm,amm_daily_prediction,runrate_this_month_imps,float
tmp_data_dm,rd_proxies_by_user_temp,questions_submitted,bigint
rev,weblog_20200125,website,string
rev,ad_events_metric_pageidentity,ad_request_specialty_id,int
src,hist_sf_mh_account,billing_schedule,string
tmp_data_dm,def_rev_backup,block_launch,string
dm,professional_specialty_contacts_leads_sf,practice_area_4__c,string
rev,cost_per_lead,product_id,string
src,sem_report_pbx_temp,clicktype,string
dm,hist_professional_event_fact,visits_30_days,double
aa,advertiser_list_201712,customer_name,string
rev,temp_mrr_customer_monthly_category_silver_09,is_active_eom,string
rev,missing_weblog_all,expertise_id,string
rev,kenshoo_hist_202001,event_date,string
tmp_data_dm,coe_subscription_price_helper_raw,next_start_date,string
src,adwords_report,impressions,string
tmp_data_dm,traffic_internal,email_count,double
rev,marketing_conversion_metrics,acv,double
rev,sl_revenue_block_market,ad_market_region_name,string
tmp_data_dm,yw_aqs_ctr_onemonth,render_type,string
rev,professional_dimension_20200307_2,professional_first_name,string
src,sf_mh_invoice,number_of_invoice_lines,"decimal(10,1)"
rev,temp_mrr_customer_monthly_category_20180829_06,has_ads_during_month_prior,string
src,gnomon_location,canonical_postal_code_id,int
dm,customer_dimension,customer_state_name,string
tmp_data_dm,blockrelease_relevantmarkets,br_recmarket6,string
src,salesforce_upload_logs,load_type,string
rev,hist_services_event_detail,event_type_raw,string
src,mh_preferred_placements_smb_tmp_jene_report,city_id,int
rev,temp_mrr_customer_monthly_category_silver1,billings_current_other,"decimal(20,2)"
rev,dm_ad_pricing_ppc_20170731,ad_market_id,int
rev,adwords_keyword_performance_pbx_20170718,customer_id,string
rev,mrr_customer_all_products_prior_fix,revenue_prior_adplacement,"decimal(20,2)"
tmp_data_dm,rd_reviews_written_temp,channel,string
dm,hist_market_intelligence_detail,da_sell_through,double
rev,mrr_customer_monthly_bkp_20190827,has_ads_during_month,string
rev,adwords_keyword_performance_pbx_20170203,destination_url,string
tmp_data_dm,promo_adv_final_2,ad_impression_cnt,bigint
src,kafka_subscriptions_ad_assigned,event_timestamp,string
dm,sem_report_keyword_level,ad_specialty,string
tmp_data_dm,nm_sold_blocks_july,sellable_count,int
aa,lib_session_variables,sl_adcontact_value,double
tmp_data_dm,lead_score_v2_daily_pt13,contact_score,bigint
rev,mrr_customer_all_products_201811_20181206,customer_billed_current_month,string
src,ad_weights_pause,ad_id,int
dm,temp_waitlist_test,ad_market_id,int
tmp_data_dm,rd_sr_paid_channels,is_display_ru_acq_r,tinyint
rev,unclaimed_attorneys_pageviews,county,string
tmp_data_dm,website_contacts_da2020_v2,persistent_session_id,string
tmp_data_dm,lead_score_v2_30day_pt2,days_last_inbound_email,int
tmp_data_dm,website_contacts_dd,sales_region_id,int
rev,ad_inventory_current,created_at,string
rev,services_accounting_metrics_event_detail_bkp,contra_cos,double
tmp_data_dm,coe_jrr_cust_chains,tenure_month_prev,bigint
dm,order_line_purchase_fact_bkp,end_date,string
tmp_data_dm,ray_acv_deduped_session_webanalytics,sl_ad_impressions,bigint
dm,lawyer_cube_data_by_day_backup,negative_client_reviews_all_time,double
default,total_impressions_v2,region,string
tmp_data_dm,coe_return_customer_chains,chain_length_months,bigint
tmp_data_dm,coe_att_test_v0,non_serp_headshot_ratio,double
rev,mrr_customer_monthly_silver1,first_payment_month,int
aa,fin_churn_by_cohort_raw,new_customers_sum,bigint
rev,mi_ad_market_detail_20180206,ad_region,string
tmp_data_dm,katherine_deferred_revenue_dataset_201708,include_in_year_month_num_data,string
tmp_data_dm,sold_blocks_dec19,sold_count,bigint
rev,order_line_billings_fact_product_line,subscription_id,int
dm,webanalytics_ad_block_performance,ad_market_key,int
tmp_data_dm,rays_contactsweb6b_dec18_final,location_id,int
rev,hist_mi_ad_market_detail_20170921,sl_unsold_inventory,bigint
rev,mrr_customer_category_all_products,revenue_prior_advertisement,"decimal(20,2)"
rev,historical_subscription_dimension,record_flag,string
tmp_data_dm,promo_adv_final,remnant_flag,string
rev,traffic_dataset_hist,lpv_medium,string
tmp_data_dm,call_att_missing1_ray_j_dec18,date_value,string
src,content_post,created_by,int
aa,rd_serp_contact_clicks,professional_id,string
rev,mrr_customer_monthly_misc_bkp,mrr_current_total,"decimal(20,2)"
rev,order_line_purchase_fact_productline,order_ln_pkg_price_amt,double
rev,order_line_purchase_fact_productline,order_ln_begin_use_date,string
rev,mrr_customer_all_products_try,revenue_current_advertisement,"decimal(20,2)"
rev,adwords_keyword_performance_pbx_20161228,internal_clicks_value,string
tmp_data_dm,kb_deferred_revenue_output_201707_bkp,liability_impressions,bigint
rev,mi_ad_inventory_20170925,da_inventory,bigint
rev,adwords_keyword_performance_20200125,searchpredictedctr,string
dm,deferred_revenue,ad_state_name,string
rev,hist_sf_task_20190819,legacy_task_id,string
tmp_data_dm,katherine_services_session_detail_as_of_20171130,attorney_trust_account_deposit_failed_count,bigint
rev,temp_mrr_customer_monthly_category_20180829_06,billings_prior_ignite,"decimal(20,2)"
rev,temp_mrr_customer_monthly_category_silver1,customer_active_prev_month,string
rev,services_accounting_metrics_event_detail_bkp,chargeback_fee,double
tmp_data_dm,rps_201907_non_misc_cap_block_kam_nonsem,impression_count_hi,bigint
tmp_data_dm,coe_tot_activity_with_users,owner,string
dm,ad_template_metrics_weekly,week_end_date,string
aa,sem_aco_tmp_sem_added_mkts,attr_reviews_visits,bigint
rev,call_att_sid_updates3_j,professional_id,int
tmp_data_dm,customer_month_v2_metrics,parent_practice_area,string
rev,hist_market_intelligence_detail,ad_revenue,"decimal(31,2)"
aa,mkt_t_attributed_value_sz,website_clicks,bigint
dm,professional_event_fact_temp1,year_month,int
tmp_data_dm,kb_deferred_revenue_output_201804_part1,prev_month_shortfall,bigint
rev,professional_personinfo_path1_sf_delta_20200605,county_2__c,string
tmp_data_dm,prof_high_intent_june19,dibt_no_template,bigint
aa,breakage_raw,purchase_month,int
src,gnomon_sales_region,county_id,int
src,sf_task,call_date_time,string
tmp_data_dm,katherine_services_session_detail_as_of_20171130,chk_payable_after_refund,string
rev,temp_mrr_customer_monthly_category_20180828_05,mrr_acquired,"decimal(20,2)"
rev,adwords_keyword_performance_pbx_20170302,searchimpressionshare,string
tmp_data_dm,messages_contacts_djfmam,sales_region_id,int
tmp_data_dm,website_contacts_dn,session_id,string
rev,bing_report_201601271,qualityscore,string
tmp_data_dm,lead_score_v2_14day_pt2_test,contact_score_70,tinyint
src,weblog_parsed,forwarded_ips,string
rev,billing_report_refund_product_line,order_line_indicator_id,int
rev,internal_attribution_value_bing,utm_source,string
tmp_data_dm,yw_aqs_ctr_oneday,render_type,string
rev,adwords_keyword_performance_20170203,searchimpressionshare,string
rev,mrr_customer_category_all_products_prior_fix,expired_reason,string
dm,temp_stg_lead_score_score_driver,total_contacts_scoredriver,double
tmp_data_dm,lead_score_v2_daily_pt13,wrong_number_calls_45d,bigint
src,market_level_data_hist,practice_area,string
tmp_data_dm,nick_test_1,us_bank_holiday_ind,string
tmp_data_dm,mkt_pricing_block,ad_market_id,int
dm,market_inventory_metrics,practice_area,string
dm,webanalytics_ad_attribution_v1,persistent_session_id,string
rev,general_phone_attribution_0709_attr,sid,string
dm,claimed_professional_path1_sf,professional_middle_name,string
tmp_data_dm,delivered_sold_impressions_prof_level_djf_agg,ad_id,int
tmp_data_dm,yan_tm_pacv_sep,sl_contacts,double
dm,professional_event_fact_temp,peer_endorsements_given_1_year,bigint
dm,historical_provider_dimension,source_system_end_date,string
dm,census_hist_zip_zcta_map,po_name,string
dm,professional_personinfo_contacts_leads_sf,county_email__c,string
aa,mkt_t_marketing_heartbeat_details,sessions_yesterday_one_year_prior,bigint
tmp_data_dm,rays2_contactsweb6b_dfjmamjj_final,location_id,int
src,barrister_tagline,updated_at,string
aa,lib_session_variables,lpv_page_class,string
rev,sl_revenue_block_market,ad_market_id,int
tmp_data_dm,sathya_temp_non_amp1,ad_market_specialty_name,string
src,hist_sf_account,ae_owner_manager,string
tmp_data_dm,twilio_spam100_ray_j_sample_nik,numofcalls,bigint
tmp_data_dm,yw_aqs_oneweek,professional_id,int
src,content_surveys,etl_load_date,string
src,hist_sf_task,callback_date_time,string
dm,multicall_status,request_id,string
src,hist_barrister_professional,claim_ip_address,string
rev,mrr_cust_backfill,mrr_returned,"decimal(20,2)"
rev,ga_weblog_attribution_history_data,professional_id,int
tmp_data_dm,deferred_revenue_vbots,ad_region_name,string
tmp_data_dm,np_201812_message8xx,specialty_id,int
rev,sf_task_new,call_type,string
dm,profnl_dim,profnl_addr_3_ln_1,string
rev,hist_market_intelligence_detail_tmp,sl_value_per_claim_lawyer,double
default,professional_review_dimension,created_by,int
dm,historical_package_dimension,provider_required,string
dm,temp_extgt_user_account_profile,geo_county_id,int
tmp_data_dm,coe_services_session_detail,chk_bank_and_trust,string
tmp_data_dm,deferred_revenue_vbots,blocks_purchased_count,int
rev,weblog_nov2018,contact_type,string
tmp_data_dm,rays2_contactsweb5_djfmam,gmt_timestamp_contact,bigint
tmp_data_dm,np_201812_message5xx,location_id,int
tmp_data_dm,rps_201907_non_misc_kam_mt_ex,event_date,string
src,page_view,landing_page,string
rev,weblog_blocked_amp,persistent_session_id,string
tmp_data_dm,lead_score_v2_30day_pt3a,login_score,bigint
tmp_data_dm,yw_imp_201802_201803,months,bigint
tmp_data_dm,yw_aqs_ctr_onemonth,clicks,bigint
dm,amm_page_type_daily_pageviews,ad_market_id,int
rev,call_att_sid_updates3_j_v1,duration,int
tmp_data_dm,ad_events_metric,page_view_specialty_id,int
rev,best_bets,aop_name,string
src,barrister_professional_review,ip_address,string
tmp_data_dm,lead_score_v2_30day_pt3a,goodreview_score,bigint
rev,mrr_customer_monthly_fix,start_month_chain,int
dm,temp_lead_score_score_driver_output,score_bucket__c,string
dm,temp_sf_onetime_claimed_professional_path1,city_email,string
dm,exact_target_user_acct_profile_all_time_3,foreclosure_opt_out_link,string
dm,subscription_price_dimension_201806,deleted_datetime,string
dm,professional_misconducts_contacts_leads_sf,misconducts__c,int
tmp_data_dm,traffic_session_misc_201907_kam_all,sold_impressions,bigint
src,first_pageview_session,campaign,string
tmp_data_dm,data_4893_pt19,endorser_gvn_binary,tinyint
aa,rd_questions_asked_full_join_stag,channel,string
tmp_data_dm,data_4893_pt21,education,tinyint
dm,historical_professional_license_dimension,license_id,int
rev,adwords_keyword_performance_20170227,destination_url,string
aa,rd_messages_submitted_full_join_stag,channel_category,string
tmp_data_dm,yan_tm_amm_summary_all_20180401,acv_all,double
dm,order_line_refund_fact,order_line_number,int
dm,historical_professional_review_dimension,review_type_id,int
rev,month_dim_bkp,year_quarter,int
tmp_data_dm,ray_test_5_21_19,sales_region_id,int
tmp_data_dm,yan_deepdive_sem_monetization,da_market_segment,string
src,channel_mapping,channel_category,string
rev,temp_mrr_customer_monthly_category_silver1,billings_current_adplacement,"decimal(20,2)"
tmp_data_dm,ad_events_metric_test,ad_request_page_type,string
src,nrt_creditcard_payment,description,string
rev,path3_full_dataset,subscription_webinar__c,string
dm,hist_services_event_fact,advice_session_id,int
dm,ad_attribution_historical_v0,website_non_associated_count,double
dm,census_data,percent_some_college_or_associate_degree,double
default,question_dimension,hi_seo_value,int
rev,hist_market_intelligence_detail_tmp,ad_market_id,int
src,barrister_media,path,string
aa,rd_content_group_pageviews,network_traffic,bigint
tmp_data_dm,coe_jrr_backfill_customer_mrr,revenue_prior_website,"decimal(20,2)"
dm,lead_score_income_population,ad_market_id,int
src,hist_ocato_forwarding_phones,id,int
rev,mrr_customer_classification_20160208,mrr_current_month,"decimal(20,2)"
dm,hist_order_line_billings_refund_fact,billings,"decimal(29,20)"
rev,internal_attribution_value_debug,ad_parent_specialty,string
dm,temp2_order_line_purchase_fact,yearmonth,int
dm,professional_event_fact_temp1,delivered_phone_calls_ge_120s,int
rev,global_ad_weights_20190917,deliveredlowintentorganicimpressions,bigint
tmp_data_dm,peanutbutter_region_pa,ad_market_state_name,string
tmp_data_dm,lead_score_v2_30day_pt2bb,days_last_outbound_call,int
rev,professional_personinfo_path1_sf_delta_20200605,zip_postal_code_3__c,string
src,barrister_professional,claimed_by,int
dm,question_dimension,ip_address,string
tmp_data_dm,rays2_contactsweb6b_da_final,ad_type,string
tmp_data_dm,call_att_missing1_ray_nov,sid,string
tmp_data_dm,rps_202002_non_misc_cap_block_jay_all,high_intent,tinyint
rev,professional_review_path2_sf_delta_20200128,client_review_rating__c,string
tmp_data_dm,data_4893_pt19,visits_30d,bigint
tmp_data_dm,traffic_session_non_misc_201907_kam_nonsem,nonsem_rps,"decimal(38,20)"
tmp_data_dm,kb_deferred_revenue_output_201801_part2,ad_model,string
rev,sem_weight_cost_imprsn_20190523,sem_keyword,string
dm,v_lz_ad_mkt_block_pricing,block_cnt,int
rev,sf_task_new,disposition,string
src,hist_ocato_provider_offers,id,bigint
tmp_data_dm,sold_blocks_till_july2020_as,year_month,int
tmp_data_dm,delivered_impression_till_july2020_v1,ad_type,string
tmp_data_dm,coe_t_baseline_2017_08_01,sl_ad_impressions,bigint
dm,profnl_invntry_curr_snapshot_fact,invntry_date,string
dm,historical_customer_dimension,etl_effective_error_flag,string
src,hist_nrt_waitlist,etl_load_date,string
src,webanalytics_ad_attribution_v2_snapshot,persistent_session_id,string
rev,billing_report_refund_20190221,purchase_credit_indicator,string
tmp_data_dm,breakage_report_201811_kam,customer_id,int
aa,roy_weblog_stage,response_status,string
tmp_data_dm,coe_churn_by_cohort_old_way,retained_customers_sum,double
tmp_data_dm,sold_blocks_till_may2020_as,professional_id,int
src,weblog_all,search_offset,int
tmp_data_dm,rays_allrig_djf,contact_type,string
rev,adwords_keyword_performance_pbx_20161228,external_clicks,string
src,ocato_credit_card_transactions,debit_id_token,string
src,bing_report_temp,ctr,string
rev,professional_dimension_20200309_1,professional_phone_number_2,string
tmp_data_dm,phone_contacts_dec18_june20,ad_type,string
tmp_data_dm,rd_ad_events_full_join_temp,sponsor_msg_clicks,bigint
dm,lawyer_cube_data_by_day,delivered_acu_prior_month,int
rev,mrr_customer_monthly_bkp_20190827,has_payment_during_month,string
dm,client_dimension,phone_number,string
rev,mrr_customer_monthly_absd_499_old,mrr_downsized,"decimal(20,2)"
tmp_data_dm,twilio_spam100_ray_j_apr18_may18,numofcalls,bigint
tmp_data_dm,block_release_display,da_inventory_change,int
rev,market_intelligence_detail_20180206,market_type,string
tmp_data_dm,rays2_contactsweb6b_nov_final_ver1,session_id,string
src,webanalytics_phone_attribution_hist,professional_id,int
tmp_data_dm,lead_score_v2_30day_pt3,calls_14d_3_4,tinyint
tmp_data_dm,messages_contacts_nov_v5,location_id,int
dm,tomahawk_pricing,cumul_sl_potential_imps_other_month_2,float
rev,hist_sf_task_test,practice_status,string
src,sf_user,frozen__c,int
src,weblog,session_id,string
tmp_data_dm,website_contacts_ds,professional_id,int
src,sf_task,owner_id,string
src,hist_sf_user,sf_user_email,string
tmp_data_dm,seek_lawsuits_rank_segments,hist_call_cnt,bigint
tmp_data_dm,monthlyad_template_june,_c2,bigint
dm,delivered_ad_weights_simplified,deliveredbackfillimpressions,bigint
tmp_data_dm,rays_contactsweb5_dec18,persistent_session_id,string
aa,mkt_md_market_detail,ad_monetization,double
tmp_data_dm,call_att_sid_updates4_j_sample_nik,contacts_update,double
rev,contact_event_detail_metrics_bkp,session_id,string
src,webanalytics_temp,caller,string
aa,advertiser_list_201712,customer_id,int
src,hist_ocato_bank_accounts,active,int
tmp_data_dm,nick_test_1,month_nbr_in_qtr,int
rev,adwords_report,ad_specialty_id,string
tmp_data_dm,coe_deferred_revenue_dataset_2016_12,over_under,bigint
tmp_data_dm,delivered_sold_impressions_prof_level_till_apr2020,total_delivered_impressions,bigint
dm,lawyer_cube_data_by_month,as_of_date,string
